image_name,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
person_0.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544496476650238,0.08618924766778946,0.45861926674842834,0.06183556467294693,0.0,0.0,0.4776982367038727,0.08723411709070206,0.4430403411388397,0.20716090500354767,0.4461727738380432,0.20327326655387878,0.35946589708328247,0.4313890337944031,0.5326171517372131,0.49304908514022827,0.19989946484565735,0.6139870285987854,0.5238091945648193,0.7513893246650696
person_1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4942645728588104,0.042084336280822754,0.4589273929595947,0.0,0.5329371690750122,0.11179514974355698,0.4981069564819336,0.12068125605583191,0.4823278486728668,0.17732205986976624,0.44139501452445984,0.16294559836387634,0.5178165435791016,0.5000476837158203,0.39211997389793396,0.44661858677864075,0.5020949244499207,0.7239116430282593,0.22164249420166016,0.6022205948829651
person_2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48411059379577637,0.1492370218038559,0.48461541533470154,0.12482418864965439,0.530230700969696,0.21720513701438904,0.5424649119377136,0.1974836140871048,0.43328389525413513,0.25487619638442993,0.4342232346534729,0.25384441018104553,0.45836248993873596,0.5037263631820679,0.4779246747493744,0.5356430411338806,0.35254111886024475,0.6916980743408203,0.36525312066078186,0.7611207962036133
person_3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5135496258735657,0.044843800365924835,0.45969119668006897,0.16071981191635132,0.5249840617179871,0.1225498616695404,0.512143611907959,0.2205844670534134,0.5732404589653015,0.1955888420343399,0.40983137488365173,0.28761476278305054,0.438613623380661,0.27704134583473206,0.455051988363266,0.5293291807174683,0.4864060580730438,0.5170450806617737,0.36310073733329773,0.7476667761802673,0.3748778998851776,0.7397001385688782
person_4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47176262736320496,0.09968850761651993,0.0,0.0,0.5245676040649414,0.16243982315063477,0.4967128336429596,0.2688744068145752,0.4360949695110321,0.2663517892360687,0.5530864000320435,0.4728485643863678,0.39999741315841675,0.5192021131515503,0.462164968252182,0.6252809762954712,0.27157193422317505,0.7521246075630188
person_5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4524100720882416,0.059584978967905045,0.4965694546699524,0.09201478213071823,0.45045119524002075,0.13461337983608246,0.5403819680213928,0.15163154900074005,0.49811550974845886,0.2602698802947998,0.45183101296424866,0.26315194368362427,0.5543515086174011,0.47131985425949097,0.38398510217666626,0.489844411611557,0.5141895413398743,0.6765337586402893,0.2554658055305481,0.7294504046440125
person_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.527725338935852,0.007867177948355675,0.4280598759651184,0.07987955212593079,0.5895112156867981,0.08617575466632843,0.44224318861961365,0.150113046169281,0.5984966158866882,0.08762889355421066,0.48458895087242126,0.26784566044807434,0.4845108985900879,0.2682787775993347,0.5549835562705994,0.5008626580238342,0.38890132308006287,0.48670682311058044,0.5442899465560913,0.6903754472732544,0.24482707679271698,0.6659579873085022
person_7.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499899685382843,0.014890861697494984,0.0,0.0,0.44129711389541626,0.13088585436344147,0.5493440628051758,0.09255869686603546,0.4866824150085449,0.1949480175971985,0.5772759914398193,0.16180585324764252,0.4931264817714691,0.2762681245803833,0.5060686469078064,0.2673546373844147,0.5479859113693237,0.5455824136734009,0.45562201738357544,0.5030959248542786,0.5155853629112244,0.6984933614730835,0.2797018587589264,0.609413206577301
person_8.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5289273262023926,0.01162533275783062,0.5398362874984741,0.0,0.5138886570930481,0.1636979728937149,0.5374780893325806,0.11503148078918457,0.5680971145629883,0.2240152209997177,0.5655326247215271,0.2118551880121231,0.4952664375305176,0.3013594150543213,0.49607905745506287,0.2851400673389435,0.5232042670249939,0.5570142269134521,0.49122005701065063,0.5012887120246887,0.46216464042663574,0.7244288325309753,0.3416212797164917,0.6131541728973389
person_9.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5562381148338318,0.05505286529660225,0.0,0.0,0.5420200228691101,0.17337656021118164,0.5127862691879272,0.04395129159092903,0.6050724983215332,0.1788642704486847,0.5360464453697205,0.1610984057188034,0.49610066413879395,0.27794894576072693,0.4990159571170807,0.23180457949638367,0.5028051137924194,0.5349637866020203,0.5674421191215515,0.4214736223220825,0.38520798087120056,0.7831755876541138,0.45558032393455505,0.6149156093597412
