left_0_x,left_1_x,left_2_x,left_3_x,left_4_x,left_5_x,left_6_x,left_7_x,left_8_x,left_9_x,left_10_x,left_11_x,left_12_x,left_13_x,left_14_x,left_15_x,left_16_x,left_17_x,left_18_x,left_19_x,left_20_x,left_0_y,left_1_y,left_2_y,left_3_y,left_4_y,left_5_y,left_6_y,left_7_y,left_8_y,left_9_y,left_10_y,left_11_y,left_12_y,left_13_y,left_14_y,left_15_y,left_16_y,left_17_y,left_18_y,left_19_y,left_20_y,right_0_x,right_1_x,right_2_x,right_3_x,right_4_x,right_5_x,right_6_x,right_7_x,right_8_x,right_9_x,right_10_x,right_11_x,right_12_x,right_13_x,right_14_x,right_15_x,right_16_x,right_17_x,right_18_x,right_19_x,right_20_x,right_0_y,right_1_y,right_2_y,right_3_y,right_4_y,right_5_y,right_6_y,right_7_y,right_8_y,right_9_y,right_10_y,right_11_y,right_12_y,right_13_y,right_14_y,right_15_y,right_16_y,right_17_y,right_18_y,right_19_y,right_20_y,class_id
1047.164955,598.7326527,1001.775284,560.8137274,1000.937233,509.3749237,1021.921577,473.4380758,1044.949493,456.0867476,1015.361938,488.0498815,1012.92572,417.0141613,1012.010193,377.2618282,1013.305435,347.4904346,1056.978035,488.7573731,1056.855927,412.0603037,1056.28418,367.5993419,1056.769409,334.7459936,1091.589317,497.6178682,1097.465858,438.1147671,1096.873512,397.2250915,1096.972275,370.4002762,1115.439148,512.9343653,1102.043953,487.1326947,1083.682251,493.9094353,1075.439644,509.3913066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three - 3
557.4509811,535.7520247,515.8641815,486.1546111,521.2264252,434.2791009,555.060482,409.0595555,585.4549599,400.6813753,521.125145,408.0136549,527.9912567,333.5364246,536.0858345,294.5177507,544.5542336,266.2459427,561.2189484,410.8765161,574.019165,328.5483849,581.6475677,283.4156585,590.6851387,253.1188524,599.6205139,422.800684,625.639801,361.7712665,638.5767746,325.3410316,650.7661629,302.6523113,631.5151978,440.7555413,631.2343597,424.383198,617.1221924,436.623534,611.7440987,452.4504769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three - 3
1334.297676,564.534874,1279.637032,527.6049435,1272.97039,472.7430725,1299.957848,436.0861802,1328.218117,421.2691534,1286.567917,448.7637055,1282.011681,375.0661933,1283.429832,335.0059962,1287.788658,307.5437593,1330.060387,446.5522993,1324.796677,367.2756743,1322.582588,324.7425556,1326.096382,298.2584667,1368.39489,453.2453549,1375.262604,387.452656,1374.281273,348.8389206,1378.236122,327.5122046,1398.267517,466.4772606,1383.332291,447.5938869,1365.007668,457.3233533,1359.518852,473.4969771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three - 3
1429.779053,966.3529158,1311.82766,840.7828546,1307.649078,681.7737794,1394.095688,573.8501,1482.907906,529.8650479,1416.745491,675.4940629,1440.32753,456.4040422,1455.82386,341.0338855,1469.822044,253.6960852,1541.415482,710.7768488,1605.405807,470.1870775,1633.427811,351.8461704,1653.990898,271.8813658,1631.222763,749.6131539,1702.095795,540.4188752,1703.37204,435.3851581,1697.185593,378.1782746,1682.059135,789.7071147,1667.326584,659.6820545,1599.212723,609.5581341,1547.254601,592.0592308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three - 3
1181.113815,793.1592464,1138.811417,741.7640877,1150.334702,673.0265808,1194.415398,635.1363659,1225.146332,634.8003387,1212.089081,705.7576847,1213.932037,626.658504,1214.094315,584.0803885,1217.614288,550.977788,1253.694649,715.4491711,1258.29174,628.8251066,1250.091476,581.1413097,1242.35527,550.6568241,1279.42028,720.469172,1273.83831,638.8154769,1256.269913,605.1079631,1242.48024,589.4679594,1289.84951,723.6810637,1275.46051,665.9318376,1257.767372,642.3103523,1245.678291,631.644001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three - 3
755.5220032,792.2777224,721.4242172,755.8228326,715.6208038,701.5536118,733.2749748,656.8027782,747.8419876,625.6172705,697.7804375,699.6493936,708.5256386,632.9528332,723.224144,589.6288276,736.0879898,558.3119988,729.4817734,715.630703,748.8634872,640.7508516,765.9188461,592.3737574,778.2027054,558.390727,766.7254829,727.3476219,796.2355042,654.5219135,809.9917603,609.4891906,820.6048393,578.0675626,803.8530922,733.0868626,811.6448593,691.9434285,802.270031,694.8794818,795.2920532,699.0278721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three - 3
777.2456932,511.9374204,736.8698502,468.2994676,745.731926,410.9822488,783.0384636,378.9522636,811.428566,360.4261923,733.6762047,394.8499846,739.9348068,327.3212099,750.4110718,289.3132567,761.246109,261.8378234,773.6322212,399.6596789,787.1692657,323.8777685,797.9261971,281.2249482,808.1405067,253.4396231,813.5765076,409.9155557,839.1554832,347.6243949,852.0976067,311.7645049,863.2878113,290.0932968,848.5000992,422.8846264,848.4527779,404.7496855,833.7895203,415.2842653,826.6137314,427.551477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three - 3
543.798008,859.1045094,482.2169495,758.2024455,472.4415207,616.147871,514.6673584,513.386457,558.3533478,453.5603642,410.7920265,564.6007919,457.9492664,377.5149107,491.8646622,268.4189343,509.1192055,188.6972022,453.9765358,599.6771336,526.289978,382.4496818,584.7090912,257.5417936,624.71838,169.8268318,521.1486626,647.4688196,590.813427,443.2508326,663.2444,336.7674994,713.3231735,258.3286893,600.3523064,699.1795349,680.5363655,583.4670424,723.6566162,577.4627781,752.4451447,589.8110032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three - 3
544.6821213,862.3453689,506.1296082,820.4951835,511.9798279,764.0437818,545.9007454,723.0130649,571.8094826,702.3191357,513.8419533,764.736886,532.766304,683.9527416,548.0257988,640.8411026,561.14748,607.7117872,556.360302,781.3007712,578.8221931,692.7198315,592.5219154,642.5900531,602.4790764,605.7407498,596.1879158,795.783155,624.375,717.9909396,634.6274185,674.4349337,643.7548828,645.8976674,628.4377098,805.9402514,629.2254639,748.7344623,607.9496384,748.4180045,595.6363678,758.9960361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three - 3
593.3212852,876.555841,554.6313858,828.3710933,560.4112816,769.9659061,593.9022446,727.2571778,620.1327324,703.9518929,562.4955368,770.8371305,582.6620293,693.7092447,598.3197784,648.4967279,612.4077988,614.7420931,605.8957672,788.8017726,631.8612099,700.7227492,647.7003479,648.2073069,659.8196983,609.7413397,646.8602943,803.5314775,678.4373474,721.8380642,688.72015,678.3204246,696.8637085,652.5994778,679.3985367,813.3647776,680.2401924,759.3099189,658.6604691,760.4117274,646.7217064,774.3245387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three - 3
