left_0_x,left_1_x,left_2_x,left_3_x,left_4_x,left_5_x,left_6_x,left_7_x,left_8_x,left_9_x,left_10_x,left_11_x,left_12_x,left_13_x,left_14_x,left_15_x,left_16_x,left_17_x,left_18_x,left_19_x,left_20_x,left_0_y,left_1_y,left_2_y,left_3_y,left_4_y,left_5_y,left_6_y,left_7_y,left_8_y,left_9_y,left_10_y,left_11_y,left_12_y,left_13_y,left_14_y,left_15_y,left_16_y,left_17_y,left_18_y,left_19_y,left_20_y,right_0_x,right_1_x,right_2_x,right_3_x,right_4_x,right_5_x,right_6_x,right_7_x,right_8_x,right_9_x,right_10_x,right_11_x,right_12_x,right_13_x,right_14_x,right_15_x,right_16_x,right_17_x,right_18_x,right_19_x,right_20_x,right_0_y,right_1_y,right_2_y,right_3_y,right_4_y,right_5_y,right_6_y,right_7_y,right_8_y,right_9_y,right_10_y,right_11_y,right_12_y,right_13_y,right_14_y,right_15_y,right_16_y,right_17_y,right_18_y,right_19_y,right_20_y,class_id
993.763504,590.9036064,960.3634644,538.618201,964.3995667,488.7537038,989.8068237,456.8425512,1017.203064,446.7396247,972.514801,460.5701673,972.6226044,390.9201729,975.6975174,351.2422228,982.9443741,323.7075341,1007.752991,465.2813387,1025.074654,394.9434543,1036.434288,352.7540874,1048.683815,324.0917766,1043.151741,480.8555853,1064.043732,439.574393,1053.19931,455.4082882,1044.995613,474.4008386,1072.0158,502.9441237,1074.781494,477.9148006,1064.280853,489.6461391,1059.821892,503.4477139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Two - 2
529.9287415,558.1172705,489.6395874,504.2837262,495.0577927,449.7565949,525.2096558,413.7213528,549.8947334,398.9014292,499.168396,423.9406657,503.5732269,347.9493499,508.3008385,305.3748393,515.134449,274.3024349,539.778614,426.6245055,561.5719986,349.5169616,576.8211365,306.8166339,589.4406509,277.3544562,579.5898056,439.0987086,613.0077553,390.7866955,603.905983,405.096463,591.0754967,425.7050657,611.8129921,457.3185575,623.8931465,431.499474,612.5350571,442.3340642,602.6535416,456.4323986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Two - 2
714.4072151,551.3385344,686.3919067,498.8744295,702.9212379,443.4671903,743.4048843,411.0178792,774.3226433,394.9195075,698.8842201,421.3760769,715.759449,355.7668734,726.7677498,317.2310293,736.5713882,288.059721,735.1472855,429.5069361,771.7272377,361.8408215,795.1008797,323.2097054,813.6002541,293.9412582,771.5350914,446.3894677,816.838131,408.8009691,810.1310921,426.2084305,797.5027657,443.8628912,804.5669746,467.3309112,831.246357,447.059623,820.1153183,460.5776668,807.9362297,473.1043339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Two - 2
785.5621147,826.824789,703.4268379,712.245326,711.8446541,577.9559398,779.9642372,492.2766137,854.1178894,445.1923871,677.8525543,524.8018205,679.9702835,342.4370885,684.009819,222.556057,688.7988281,132.0585716,762.2403717,536.7084467,831.863308,327.9474306,878.8010216,209.5737255,909.678669,120.584532,851.6385269,568.877027,951.3802528,424.0832198,935.8259583,477.5467157,903.9862061,532.1969604,936.6093063,615.7781768,997.101059,516.6624963,977.6169205,563.1820107,949.121933,607.0963812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Two - 2
456.4299488,634.9385476,466.9367409,588.4132719,473.1760883,535.5970144,492.0155525,499.1086185,507.5753403,476.5657032,418.4447479,493.9997506,445.5548859,426.6969895,462.9529381,383.6171186,474.7190952,349.5003855,425.5466366,505.5164695,459.0848923,428.1965268,486.8766403,383.2222223,506.7612648,346.5278327,446.6515446,522.205013,507.9871559,459.7882283,528.0092812,484.656651,525.4319,510.097543,476.6485119,538.7125075,529.9440765,489.2835903,547.0281029,505.69224,545.9913826,526.5124691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Two - 2
449.7781277,646.3863873,422.8870869,600.8508468,422.9207039,542.4233222,446.1874294,503.0733204,471.3832855,479.6515203,399.4148827,513.5544384,419.1531944,443.3382833,432.650013,400.0746918,442.538681,367.2425866,421.9805145,522.2602451,454.5574951,443.0348933,479.4930553,397.3003435,496.6272354,360.4751801,453.5303593,535.6041276,510.5524063,475.7050037,516.3864326,498.9562798,505.9165192,521.4409053,488.8140106,551.7025638,537.0859909,503.9759266,540.3571129,520.8675992,529.6406937,538.7825775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Two - 2
891.3965607,537.9602766,850.3507233,485.2303433,860.8532524,429.5288551,895.6257248,399.9494863,925.1075935,393.2884884,873.7374115,401.0423148,876.8243408,330.9854186,880.9433556,288.3704817,887.7780533,259.2950892,917.5865936,406.4080954,936.7192268,338.3226228,946.4951706,294.409411,956.3480759,263.9485019,954.847641,422.2355211,968.0728912,380.1133597,951.700058,392.7080369,938.1643295,412.2214937,981.6936493,442.6267362,973.1835938,421.7186701,958.3546829,429.9476337,951.0764694,443.9169645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Two - 2
830.2290916,808.6591101,756.6562271,686.0708714,775.4324913,555.4165006,848.5400391,480.6438625,927.7143288,449.0284073,743.1985474,503.9557457,753.3190155,322.1248269,765.7729912,206.1315072,778.6556625,119.8529327,830.7888222,513.8031757,903.8114548,313.0487144,953.4130669,200.6565177,987.2546768,118.3249748,919.3155098,545.8015537,1014.90097,408.0493498,997.7804947,462.6498342,964.5108032,516.4140487,999.7010422,593.8269138,1057.991638,503.2669222,1034.843788,546.491375,1005.234604,588.5310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Two - 2
548.5504532,895.1537204,516.697197,835.2476764,529.7042656,784.5414376,564.5656013,751.8564892,592.5274086,736.9416475,549.7254181,770.4360223,566.8756485,694.1171122,575.9181976,651.012361,586.0011292,620.6723285,586.743679,784.9885082,612.7009392,699.931798,626.9804192,654.6598005,640.7393074,622.7800298,620.6928062,800.8576155,641.8162537,733.9713478,619.7877502,737.5930381,603.4490204,751.6546154,644.5001793,817.3121309,646.6460037,768.5957265,627.5139427,768.7061262,618.5513878,781.1426067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Two - 2
650.9933281,886.7038608,624.0548515,825.5003786,639.5732117,776.2124062,678.0512238,748.6733079,705.857563,740.2573729,655.7209396,762.1769643,670.333786,689.4674492,682.3552895,647.6223493,694.9001884,615.6792998,692.6177216,777.2110891,717.7369881,700.9445143,735.7732773,655.2280211,751.8642426,622.1744728,725.214386,795.0182104,744.1800499,733.587234,722.9279137,737.9841685,705.7589722,753.5519457,748.854847,812.774992,747.6362228,766.4194679,727.5070953,768.1644273,718.6442757,780.2870893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Two - 2
