image_name,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,label
person_0.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544496476650238,0.0861892476677894,0.4586192667484283,0.0618355646729469,0.0,0.0,0.4776982367038727,0.087234117090702,0.4430403411388397,0.2071609050035476,0.4461727738380432,0.2032732665538787,0.3594658970832824,0.4313890337944031,0.5326171517372131,0.4930490851402282,0.1998994648456573,0.6139870285987854,0.5238091945648193,0.7513893246650696,run
person_1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4942645728588104,0.0420843362808227,0.4589273929595947,0.0,0.5329371690750122,0.1117951497435569,0.4981069564819336,0.1206812560558319,0.4823278486728668,0.1773220598697662,0.4413950145244598,0.1629455983638763,0.5178165435791016,0.5000476837158203,0.3921199738979339,0.4466185867786407,0.5020949244499207,0.7239116430282593,0.2216424942016601,0.6022205948829651,run
person_2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4841105937957763,0.1492370218038559,0.4846154153347015,0.1248241886496543,0.530230700969696,0.217205137014389,0.5424649119377136,0.1974836140871048,0.4332838952541351,0.2548761963844299,0.4342232346534729,0.2538444101810455,0.4583624899387359,0.5037263631820679,0.4779246747493744,0.5356430411338806,0.3525411188602447,0.6916980743408203,0.3652531206607818,0.7611207962036133,run
person_3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5135496258735657,0.0448438003659248,0.4596911966800689,0.1607198119163513,0.5249840617179871,0.1225498616695404,0.512143611907959,0.2205844670534134,0.5732404589653015,0.1955888420343399,0.4098313748836517,0.2876147627830505,0.438613623380661,0.277041345834732,0.455051988363266,0.5293291807174683,0.4864060580730438,0.5170450806617737,0.3631007373332977,0.7476667761802673,0.3748778998851776,0.7397001385688782,run
person_4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4717626273632049,0.0996885076165199,0.0,0.0,0.5245676040649414,0.1624398231506347,0.4967128336429596,0.2688744068145752,0.4360949695110321,0.2663517892360687,0.5530864000320435,0.4728485643863678,0.3999974131584167,0.5192021131515503,0.462164968252182,0.6252809762954712,0.271571934223175,0.7521246075630188,run
person_5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4524100720882416,0.059584978967905,0.4965694546699524,0.0920147821307182,0.4504511952400207,0.1346133798360824,0.5403819680213928,0.15163154900074,0.4981155097484588,0.2602698802947998,0.4518310129642486,0.2631519436836242,0.5543515086174011,0.4713198542594909,0.3839851021766662,0.489844411611557,0.5141895413398743,0.6765337586402893,0.2554658055305481,0.7294504046440125,run
person_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.527725338935852,0.0078671779483556,0.4280598759651184,0.0798795521259307,0.5895112156867981,0.0861757546663284,0.4422431886196136,0.150113046169281,0.5984966158866882,0.0876288935542106,0.4845889508724212,0.2678456604480743,0.4845108985900879,0.2682787775993347,0.5549835562705994,0.5008626580238342,0.3889013230800628,0.4867068231105804,0.5442899465560913,0.6903754472732544,0.2448270767927169,0.6659579873085022,run
person_7.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499899685382843,0.0148908616974949,0.0,0.0,0.4412971138954162,0.1308858543634414,0.5493440628051758,0.0925586968660354,0.4866824150085449,0.1949480175971985,0.5772759914398193,0.1618058532476425,0.4931264817714691,0.2762681245803833,0.5060686469078064,0.2673546373844147,0.5479859113693237,0.5455824136734009,0.4556220173835754,0.5030959248542786,0.5155853629112244,0.6984933614730835,0.2797018587589264,0.609413206577301,run
person_8.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5289273262023926,0.0116253327578306,0.5398362874984741,0.0,0.5138886570930481,0.1636979728937149,0.5374780893325806,0.1150314807891845,0.5680971145629883,0.2240152209997177,0.5655326247215271,0.2118551880121231,0.4952664375305176,0.3013594150543213,0.4960790574550628,0.2851400673389435,0.5232042670249939,0.5570142269134521,0.4912200570106506,0.5012887120246887,0.4621646404266357,0.7244288325309753,0.3416212797164917,0.6131541728973389,run
person_9.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5562381148338318,0.0550528652966022,0.0,0.0,0.5420200228691101,0.1733765602111816,0.5127862691879272,0.043951291590929,0.6050724983215332,0.1788642704486847,0.5360464453697205,0.1610984057188034,0.4961006641387939,0.2779489457607269,0.4990159571170807,0.2318045794963836,0.5028051137924194,0.5349637866020203,0.5674421191215515,0.4214736223220825,0.3852079808712005,0.7831755876541138,0.455580323934555,0.6149156093597412,run
person_10.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5610933303833008,0.0730101093649864,0.5546839237213135,0.0079848393797874,0.566372275352478,0.1497384458780288,0.5122699737548828,0.0483411587774753,0.6208964586257935,0.1308278441429138,0.5318204760551453,0.1112356856465339,0.4997181892395019,0.27732914686203,0.5123805403709412,0.2425971180200576,0.4778591692447662,0.5156747102737427,0.5972759127616882,0.4446614682674408,0.3487389981746673,0.7412897944450378,0.520590603351593,0.6415811777114868,run
person_11.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5798676609992981,0.0547093711793422,0.5662057995796204,0.0,0.580584704875946,0.1271207183599472,0.5058985948562622,0.0103335063904523,0.6279944777488708,0.0936258137226104,0.5387415289878845,0.0838334858417511,0.5166948437690735,0.2396707385778427,0.5336703658103943,0.2107134610414505,0.4590573012828827,0.4955984354019165,0.6332449316978455,0.4547178149223327,0.3211745619773865,0.7281714081764221,0.5837570428848267,0.677128255367279,run
person_12.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55897456407547,0.0,0.5960667133331299,0.1232970356941223,0.5204795002937317,0.0389692112803459,0.6307016015052795,0.1208841353654861,0.5702098608016968,0.1140530705451965,0.5422714948654175,0.2656121551990509,0.5434412360191345,0.2616156637668609,0.4643466472625732,0.4575333297252655,0.6318268179893494,0.523995578289032,0.3260495066642761,0.5771200060844421,0.6365304589271545,0.7204806804656982,run
