left_0_x,left_1_x,left_2_x,left_3_x,left_4_x,left_5_x,left_6_x,left_7_x,left_8_x,left_9_x,left_10_x,left_11_x,left_12_x,left_13_x,left_14_x,left_15_x,left_16_x,left_17_x,left_18_x,left_19_x,left_20_x,left_0_y,left_1_y,left_2_y,left_3_y,left_4_y,left_5_y,left_6_y,left_7_y,left_8_y,left_9_y,left_10_y,left_11_y,left_12_y,left_13_y,left_14_y,left_15_y,left_16_y,left_17_y,left_18_y,left_19_y,left_20_y,right_0_x,right_1_x,right_2_x,right_3_x,right_4_x,right_5_x,right_6_x,right_7_x,right_8_x,right_9_x,right_10_x,right_11_x,right_12_x,right_13_x,right_14_x,right_15_x,right_16_x,right_17_x,right_18_x,right_19_x,right_20_x,right_0_y,right_1_y,right_2_y,right_3_y,right_4_y,right_5_y,right_6_y,right_7_y,right_8_y,right_9_y,right_10_y,right_11_y,right_12_y,right_13_y,right_14_y,right_15_y,right_16_y,right_17_y,right_18_y,right_19_y,right_20_y,class_id
1092.5630950927734,477.37133145332336,1061.8050384521484,448.162944316864,1062.5016403198242,405.0356948375702,1070.7069396972656,374.1005337238312,1074.364128112793,347.9847550392151,1072.6671981811523,383.77978920936584,1071.5253067016602,331.6572153568268,1066.6620254516602,291.4141023159027,1062.231101989746,256.77569031715393,1080.3289031982422,382.2097635269165,1074.4571685791016,324.6795344352722,1068.8247299194336,280.715628862381,1064.6181106567383,243.41181993484497,1085.9843444824219,384.5870912075043,1079.960060119629,328.47957015037537,1074.320182800293,287.30159997940063,1070.3581237792969,255.1649808883667,1088.8637924194336,389.2018961906433,1081.7479705810547,346.2787091732025,1077.7510070800781,317.0957815647125,1074.8613739013672,292.6714038848877,880.2643775939941,472.0090913772583,925.0604438781738,450.37657141685486,945.6925964355469,414.8445653915405,962.6296234130859,389.2677175998688,976.9980239868164,372.41875648498535,910.9723091125488,361.6421341896057,971.4860916137695,355.9813964366913,1011.9122314453125,356.7090368270874,1042.3519134521484,359.02141213417053,909.0587997436523,363.0391573905945,981.1937713623047,355.584214925766,1023.9127349853516,358.88941526412964,1055.8489608764648,362.48664379119873,914.542350769043,373.83753776550293,986.0203170776367,369.03881907463074,1027.100830078125,369.9362111091614,1055.625228881836,371.3754951953888,925.4010200500488,391.93987369537354,980.2217102050781,384.19267773628235,1012.6065444946289,381.4169454574585,1037.5405883789062,380.1803398132324,Z - z
1172.021827697754,463.22471737861633,1133.0227661132812,448.74751567840576,1120.4867935180664,415.0250995159149,1112.3223495483398,391.98564291000366,1099.555778503418,374.0279531478882,1148.8032531738281,344.92005228996277,1127.7087020874023,297.97557950019836,1107.5271606445312,266.1587333679199,1091.6963195800781,241.06410384178162,1158.8285064697266,338.66743683815,1134.631690979004,281.3005864620209,1119.0552520751953,241.55591368675232,1107.604637145996,207.1156257390976,1167.35595703125,339.4550085067749,1146.1570358276367,281.41356110572815,1131.0050582885742,240.91321349143982,1120.3316116333008,206.61552786827087,1171.7821884155273,346.29782795906067,1155.7170867919922,298.9265298843384,1144.9300003051758,266.9581174850464,1137.1595764160156,238.34687054157257,944.5156860351562,416.20206356048584,995.4080200195312,413.27341318130493,1024.8357009887695,387.6483178138733,1046.1672592163086,364.38329815864563,1066.3100051879883,346.46387815475464,997.2277450561523,314.3821692466736,1059.6033096313477,319.7969055175781,1096.9599151611328,328.5591995716095,1123.8751602172852,338.6812126636505,996.4834213256836,313.9858567714691,1066.6706085205078,320.25527358055115,1105.3614807128906,331.3673436641693,1135.3720092773438,341.53470754623413,1001.3170623779297,323.8147473335266,1071.0670852661133,329.89986419677734,1109.6343612670898,338.6667287349701,1137.7963256835938,346.73920154571533,1011.1792373657227,342.4950885772705,1064.52392578125,344.5641016960144,1095.1742935180664,347.2286295890808,1120.17333984375,349.8346745967865,Z - z
1066.6463470458984,446.1612010002136,1023.7355804443359,431.74508929252625,1013.8076019287109,396.8379843235016,1005.9289169311523,373.347305059433,993.4285354614258,353.52189660072327,1068.1078720092773,336.0638701915741,1045.0695419311523,290.5311620235443,1023.7144088745117,255.22871017456055,1004.7406768798828,228.98233473300934,1076.8259811401367,331.6338801383972,1047.048568725586,277.71124362945557,1021.2300109863281,242.66633212566376,999.9307250976562,214.60571587085724,1073.7868881225586,332.68052101135254,1046.7818069458008,276.8006229400635,1022.1120071411133,241.9335901737213,1001.4468383789062,214.95809376239777,1056.0436248779297,338.51712584495544,1032.7924346923828,291.9977080821991,1017.0494842529297,264.4323295354843,1004.6177673339844,241.34879350662231,827.7562522888184,399.92425203323364,868.3083343505859,384.97384428977966,900.5659675598145,369.0408146381378,928.2291984558105,359.2803204059601,946.3552093505859,350.17913460731506,883.2341766357422,311.665917634964,943.3034133911133,318.11216711997986,981.7230606079102,323.22325587272644,1011.5776062011719,327.9317557811737,883.3916473388672,312.45651483535767,954.323616027832,320.7276749610901,993.3562088012695,328.9534521102905,1024.101333618164,334.55628633499146,887.8256034851074,324.8712694644928,956.5725517272949,331.3552415370941,994.3262100219727,337.8616154193878,1022.8677749633789,341.24760389328003,894.4756507873535,346.5390980243683,947.599983215332,347.3769450187683,978.0801773071289,347.8043496608734,1002.919807434082,346.7176687717438,Z - z
1080.7630920410156,816.9600105285645,1001.7436981201172,754.6079850196838,983.7169647216797,662.6864719390869,972.9851531982422,600.5187463760376,951.8408203125,547.3865461349487,1053.3298873901367,615.3945779800415,1022.6442718505859,531.3902378082275,994.3231201171875,469.04072284698486,969.5583343505859,415.5025863647461,1073.2521057128906,625.2043175697327,1035.3927612304688,527.8329205513,1003.4969329833984,456.8120062351227,977.7493286132812,393.65097284317017,1082.9058837890625,645.6896138191223,1046.945686340332,549.4545936584473,1017.5943374633789,481.49049639701843,994.9558639526367,423.7279772758484,1076.6954040527344,674.2069244384766,1054.9772644042969,598.7417936325073,1037.9058837890625,546.1008882522583,1025.2706909179688,500.12909173965454,692.9592704772949,724.882972240448,721.6763877868652,678.6105537414551,781.3891983032227,627.7863836288452,846.7469215393066,609.0618824958801,900.4819107055664,606.1677360534668,778.3827209472656,578.59046459198,883.7344551086426,589.300332069397,954.3782615661621,604.3145656585693,1003.9541244506836,618.7276840209961,768.0879020690918,590.2538895606995,893.2824325561523,587.8698992729187,967.4142837524414,606.8840789794922,1017.5122833251953,625.2151966094971,769.1954612731934,624.2769598960876,894.4278717041016,623.2708096504211,966.7510986328125,636.837100982666,1015.4504013061523,648.2556509971619,778.4719276428223,672.073667049408,880.2535629272461,675.0567770004272,942.9243278503418,678.0339646339417,989.9485015869141,679.9897456169128,Z - z
942.1502494812012,591.5001511573792,956.2623023986816,546.3498830795288,949.6189498901367,505.44031620025635,935.3756904602051,481.1947023868561,919.6281623840332,465.8434760570526,959.6129035949707,492.7901494503021,939.712028503418,435.0617802143097,922.4593162536621,404.3920934200287,908.4810447692871,380.90299129486084,950.2120399475098,492.8147077560425,924.6099472045898,426.3218557834625,904.9976348876953,390.6120836734772,889.7591972351074,363.1771409511566,932.6818656921387,496.2209093570709,910.3484916687012,431.27384662628174,895.4294013977051,396.3225495815277,885.3702735900879,368.49071502685547,908.0402755737305,502.3254668712616,895.6664657592773,450.81199049949646,889.5753479003906,420.9000062942505,884.6498680114746,395.6475341320038,740.2135276794434,592.4247407913208,790.4023933410645,582.8963112831116,829.7525596618652,553.3834719657898,857.5438499450684,536.7196798324585,876.2682151794434,527.5060343742371,787.7942848205566,476.782511472702,832.1205711364746,471.58400416374207,861.2345695495605,474.2110347747803,883.8006591796875,479.2637372016907,773.9037895202637,474.4193458557129,829.5658493041992,468.6409664154053,861.0502624511719,473.0950963497162,887.0137596130371,480.2269184589386,767.021484375,483.73499035835266,823.0281829833984,481.132550239563,856.0554885864258,483.7171268463135,882.3254585266113,486.6172921657562,765.142879486084,503.94370794296265,810.8633422851562,496.7614495754242,838.9334106445312,494.91278529167175,862.4910736083984,494.53768372535706,Z - z
779.373836517334,516.5796804428101,812.1273422241211,490.3031623363495,818.851432800293,464.5146882534027,813.0586051940918,441.8709969520569,811.5265846252441,427.5938665866852,817.928352355957,423.02953004837036,808.564338684082,369.06662821769714,798.0812644958496,338.8315236568451,791.3571166992188,317.63941168785095,802.9662895202637,416.63175344467163,783.8313674926758,350.5925703048706,768.0610656738281,314.21319007873535,757.7785491943359,289.3384909629822,780.7349967956543,417.2822427749634,766.7707443237305,352.6880407333374,755.8320808410645,316.0186278820038,748.2234764099121,287.3636555671692,752.8886604309082,425.0694787502289,746.1270904541016,369.63146924972534,745.411262512207,339.90272283554077,745.2329635620117,314.8583686351776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Z - z
580.6257247924805,439.11335349082947,594.1173362731934,397.2655177116394,590.0480461120605,357.43072271347046,580.9997749328613,328.37544679641724,572.6432418823242,305.764456987381,597.9241561889648,343.54259848594666,580.0583267211914,293.6834442615509,565.8467674255371,264.8810577392578,554.2997360229492,242.45261371135712,590.8729362487793,343.6979627609253,565.9011840820312,285.47585248947144,548.7870025634766,253.07174742221832,535.136661529541,228.85246217250824,576.1878776550293,347.13062167167664,552.348461151123,290.6506061553955,537.8276252746582,257.51831352710724,527.5583267211914,231.88843846321106,553.9613914489746,353.51877450942993,538.8119888305664,309.44611072540283,532.902660369873,283.8404881954193,528.4398078918457,261.6255211830139,337.95278549194336,431.4542841911316,398.53543281555176,421.98408007621765,431.86097145080566,384.7878384590149,451.7538642883301,358.3473300933838,465.3800296783447,343.0142569541931,397.4110221862793,315.8954179286957,451.37454986572266,317.92152643203735,487.03250885009766,325.44901728630066,514.5088005065918,333.3222556114197,388.84151458740234,314.1715407371521,454.28160667419434,319.87051606178284,491.594181060791,332.10975766181946,520.9548568725586,344.1244661808014,386.0820007324219,325.94794034957886,451.40024185180664,332.24854588508606,490.45806884765625,342.1961724758148,519.1299819946289,351.0372591018677,387.1717929840088,348.5712254047394,440.94348907470703,348.7710392475128,474.633264541626,351.69888496398926,501.1253356933594,355.0803029537201,Z - z
420.3230381011963,772.1394610404968,512.5531768798828,755.0380611419678,568.2110595703125,696.7664480209351,606.6105651855469,655.4629182815552,642.9301071166992,633.2810711860657,510.9643363952637,593.9620971679688,597.235279083252,593.008861541748,656.1380195617676,605.274817943573,698.8724899291992,619.2005038261414,484.6952819824219,599.9085545539856,599.4819259643555,590.7184052467346,664.1900253295898,611.9020199775696,708.149585723877,633.98029088974,472.6099491119385,633.483202457428,587.1874237060547,630.7702016830444,657.7914047241211,646.5231156349182,705.64453125,658.5470938682556,470.4811763763428,683.3800792694092,567.5387191772461,683.8967370986938,629.9603462219238,684.9594712257385,676.4687919616699,684.2361760139465,828.5845184326172,798.9625382423401,808.070182800293,730.7638335227966,773.8092613220215,647.0621752738953,745.0554656982422,589.290611743927,717.4516296386719,546.5207290649414,807.531566619873,617.6087522506714,760.2896690368652,532.0925152301788,722.559757232666,471.8086338043213,689.9361991882324,421.0121440887451,805.0396156311035,629.2448830604553,749.4392967224121,528.4401834011078,704.9975395202637,457.5945246219635,668.0501174926758,395.4106092453003,788.3450889587402,652.209312915802,739.7649192810059,550.8274126052856,702.2280120849609,483.82208704948425,673.2298851013184,426.4555585384369,758.7466049194336,682.8684425354004,728.8407325744629,606.1349058151245,708.5342216491699,554.203519821167,693.695011138916,508.4764051437378,Z - z
528.3718299865723,810.1116228103638,523.5044288635254,763.0346703529358,510.23014068603516,722.350537776947,491.42675399780273,695.6181621551514,469.877986907959,679.9553060531616,527.9450225830078,695.1571226119995,488.0149841308594,646.8073225021362,460.81295013427734,624.7636842727661,437.6882743835449,607.1397042274475,524.974422454834,701.5953254699707,479.6513557434082,642.6455426216125,449.27501678466797,613.3227324485779,422.4323558807373,588.9338564872742,512.0599365234375,715.1594281196594,475.609073638916,651.428210735321,450.70841789245605,622.3497605323792,429.48838233947754,597.7258586883545,491.422119140625,732.350435256958,470.6564712524414,686.5459442138672,456.1839008331299,660.3230810165405,442.75983810424805,636.0173106193542,286.92275047302246,783.9689040184021,340.58398246765137,764.9901938438416,373.9376449584961,732.052001953125,399.7459602355957,710.3208947181702,419.8750305175781,696.0290551185608,340.8845329284668,670.055251121521,397.2362422943115,676.1961793899536,429.4809150695801,684.0996408462524,452.3423767089844,691.445631980896,334.3648052215576,680.2241921424866,402.29647636413574,685.8209753036499,433.9039707183838,696.3730645179749,456.22570037841797,706.4433217048645,333.2072067260742,701.3892674446106,400.7442569732666,705.4633712768555,433.5688877105713,711.9155430793762,455.7235622406006,718.752601146698,336.4372158050537,730.0438857078552,390.62089920043945,729.5855498313904,421.8998336791992,728.6258769035339,445.31750679016113,728.8549160957336,Z - z
339.9228572845459,774.4453024864197,384.7982597351074,747.3110461235046,421.50238037109375,713.6913371086121,452.89209365844727,691.6622471809387,477.9594612121582,677.1461319923401,394.18481826782227,668.4580278396606,452.0173931121826,671.8418598175049,486.34923934936523,679.8037719726562,509.9875831604004,686.31915807724,387.41695404052734,680.8101797103882,455.14331817626953,686.3393068313599,489.1864013671875,697.4404978752136,512.2526550292969,706.1158561706543,386.05247497558594,702.282121181488,453.1639766693115,705.6373071670532,487.174072265625,712.1439385414124,510.1934051513672,717.9953169822693,388.84403228759766,729.4882822036743,443.3744144439697,728.794469833374,475.3923225402832,728.9411759376526,499.4684028625488,729.9129509925842,577.1718978881836,815.7571363449097,571.6382217407227,769.9908185005188,560.6733512878418,725.3598475456238,545.3261375427246,695.7124042510986,527.7713584899902,675.4696655273438,582.9907035827637,698.1209850311279,546.9010734558105,648.8654565811157,521.2161254882812,621.9269585609436,498.00310134887695,599.8202991485596,579.8643493652344,702.6528453826904,538.216438293457,643.8397908210754,509.9684143066406,612.895359992981,484.867000579834,587.3482847213745,565.8146667480469,713.588662147522,530.1565361022949,653.1183242797852,507.07677841186523,622.5108861923218,487.6065444946289,596.7886519432068,542.5223350524902,728.1457185745239,522.227611541748,683.0639433860779,509.79211807250977,655.9473252296448,498.31506729125977,630.6715822219849,Z - z
